id,review,class
1048,Awesome graphics,rating
1049,Told me I was 31 when in 13 very sad app lowers self asteem lol don't get this app it is misleading and very inaccurate do not waste ur time,rating
1050,Cooooool app ??????,rating
1051,It is cool but not on the right age???,rating
1052,This app is a good time. Fun at parties.,rating
1053,Outstanding!  You will enjoy listening to podcats on this app!,rating
1054,I hate iTunes and was looking forward to 'clipping the cord'... What a disappointment that ios5 doesn't update my podcast feeds.  Thanks downcast for doing what iCloud was supposed to.  So worth the $2. Catch up Apple.,rating
1055,"If the stars could higher I would rate them as so. Want to be an orthopedic surgeon and this is the best app I've ever came across for learning the skeletal system!!! I would recommend it to anyone from a surgical trainee to a high school A&P student! The best, can't say it enough!",rating
1056,"Pretty clever app, works well!",rating
1057,A very fun and easy way to keep up with your heart rate...also quite accurate!!!,rating
1058,This app is a great tool to have for just about all types of foodies.,rating
1059,Great app,rating
1060,"I use skritter for learning Japanese and it's an application that requires flash, however I mainly study on my iPhone and probably wouldn't keep up with the SRS if I was only able to access the program on my computer. Thanks to splashtop, now I can practice on the go. (that sounds like a infomercial lol)",rating
1061,Great,rating
1062,Must have,rating
1063,"I love this app on my phone and iPad, too. It's accurate and easy to add/delete cities. I love the graphics, too",rating
1064,Very nice !!!!!,rating
1065,Very helpful in planning my day. Gives hour by hour estimated weather that is just as accurate as any other weather report. Love the graphics behind all of the information. It mostly follows the weather that is expected for the hour which adds a lot of visual interest.,rating
1066,Great app and I live how it gives the sky look for the place I'm checking.,rating
1067,Weather app is awesome and very easy to use!,rating
1068,"Very, Very GOOD APP.",rating
1069,"99cents can't go wrong. I'd like to have a map feature, but overall it does what it was programmed to do well.",rating
1070,This app is the best!!! The screensavers are so mesmerizing and makes you think you are looking right outside!! I love it!!!,rating
1071,Beautiful display and lots of info instantly,rating
1072,"Good ,I like it. Is accurate . And high tech",rating
1073,"Good ap but the usage of activity points does not work. Not shown when the add button is selected. Fix this. Other than that, no problem.",rating
1074,Love the learning tool this app provides.,rating
1075,Continues to amaze . . . with information  and views of stellar objects.,rating
1076,It seems like a cool app from what I have been able to see. It crashes everytime I get it open. The free app got me hooked which never crashed. Get this fixed please and I will resubmit a review.,rating
1077,My 4 yr old can't get enough!,rating
1078,"This has everything I wanted Craigslist to have but which they NEVER THOUGHT OF!  I love to be able to see the large size pics, circle the ads I like, and cross off the ones I have no interest in.

I haven't tried to upload a picture from my Ipad.  Hope it will do that.  Thanks to whoever developed this ap!!!",rating
1079,I love this app!  Easy to navigate and easy to post to!   One of my favorites!  :),rating
1080,Im a rap artist because if this,rating
1081,"Like the visuals of this app a lot, like how it updates weather as to where you are :)",rating
1082,This ap really is handy and fun.,rating
1083,Without this its literally impossible to play music on my Xbox! Thanks! Happy birthday  ??,rating
1084,Great way to keep up on your crossfit progress.,rating
1085,"Excellent app & easy to use, can see where storms are developing and if they are coming. You can play or do one frame at a time.",rating
1086,Very nice radar app. Easy to use,rating
1087,"Lots of topics, something for everyone",rating
1088,awesome,rating
1089,Great content. New stuff all the time. Stuff for everyone. Never had a problem with App.,rating
1090,Great app!!,rating
1091,"Works great! Maps are good, better than my Garmin. Default is the lowest cache amount so make sure you turn up the cache amount so you don't find yourself without any maps when you lose service. Make sure you scout your area with the maps you want before hunting so it will cache your map area for when you lose service you still can use your cached maps. Best 5 bucks spent for those who want a good hunting GPS.",rating
1092,I love this app it is really handy when u r out in the woods,rating
1093,"The new release shows what a mature iOS app should look like. It performs incredibly well, while offering most features (if not all) that users could want. Not only is it now offered at a lower price, but there is an option to enhance the application with an upgrade. Since few users need the enhancements, it is a great way to offer them.",rating
1094,I've been using Marine Traffic for years online and on my iPhone. Downloaded the iPad app and it's as simple (good thing) as always and the content is great. I only give it 4 stars because it needs Retina support which would make it excellent.,rating
1095,"Love the app, use it all the time to check shipping activity in Puget Sound. Helpful whether on land or on the water.",rating
1096,Great app.,rating
1097,Really like this app. It is a very easy way to journal,rating
1098,"I have Day One on both my iOS devices, and my Mac. It just works beautifully, seamlessly, and smoothly.

Add simple photo function, and you'll rule the journal app world. 

Five star!",rating
1099,"This is cool app I've used before.. but no search function.. ^^;; 

I need it much..",rating
1100,"This app is awesome and makes recording everything so easy, the only thing I can request is to make it compatible with iPads!",rating
1101,I have been a P90X client for some time now and love the workout!  With the P90X app I now have the option of taking my workout to the gym or with me when I travel. Plus the nutrition journal makes it easier for me to keep track of what I eat during the day. For me it is a great app! Glad I purchased this app!,rating
1102,I LOVE this game!!! Please add more options like a curler and much more stuff! I really want there to be a update!!!! PLEASE!!!!!!!!!!!!! Oh and add MORE characters!!!,rating
1103,I love it- it's fun to play on boring car rides?,rating
1104,Great app for viewing weather.,rating
1105,It's as accurate as any weather forecaster who gets paid good money for often being 100% wrong. So far this app has been close enough to allow me to dress appropriately so who cares about too much scientific input. I just don't want to be carrying an umbrella when the sun is shining.,rating
1106,"Best CL app I've ever used, by far.",rating
1107,Easy to use,rating
1108,Great Craigslist app,rating
1109,Great little app to have on phone. Handy for those spur of the moment shopping sprees.  And easy to use to list items also.,rating
1110,App hasn't worked in a month. That shows no effort in trying to fix this. You all failed.,rating
1111,I just want my money back!!,rating
1112,Works yo.,rating
1113,Awesome ????????,rating
1114,Love it,rating
1115,"This is a great app. I've used ODB on my iPod Touch and then my iPhone before I got an iPad 2. Each version is more refined. I like the way that the app remembers my choice of Bible version (currently 'The Message') when I tap on the Scripture for the day. This isn't the case with the iPhone app. One always has to change the version from the default.

There are a couple formatting issue suggestions:

1. The poem at the bottom of the page is almost never formatted like the online website. It would be nice if the lines were stacked and not simply strung out in a row.
2. One of the things I've always enjoyed are the cover photos. The cover for the current month shows in the upper righthand corner, but there is no way to enlarge it. One would think that a simple double-tap could bring up the cover art full screen?
3. When traveling I don't always have a wifi link, so having issues cached is nice. In those instances I simply use my Bible app (or print version) to get the Scripture for the day. I don't expect (or want) ODB to cache the Scripture from Biblegateway.com on my device, but it would be nice if there was a way in the app set-up to direct the ODB app to my Olivetree app onboard for the Scripture of the day. May be too difficult for what is already an elegant app.

Keep up the good work!",rating
1116,"I have used this on countless occasions now. It has come in handy, and when I do use it the other party is as ""wowd"" as I was the first time. I gave 4 stars because the speech is a bit quirky (may be iPhone speech recognitions problems) and because it is a translator it breaks a sentence down funny. But, if you type or talk like a caveman it gets the point across every time. Overall very pleased with this for just a buck!",rating
1117,"I am truly amazed at how well this app works..the thing that stands out to me the most is the fact that when I am recording my voice for translation, IT ACTUALLY UNDERSTANDS ME!! I have a very deep voice and I have never had any type of software that was able to take what I said and convert it to the correct version..I am very very very pleased with this app..you should get it ??",rating
1118,"The adjustments in Snapseed are very good and it's simple to learn and use. However, I'm not a fan.  The tools are very specific purpose and I find myself constantly moving back and forth from one limited purpose tool to another. If you like a good sample of adjustments presented at one time, in one place and on screen at all times, Snapseed may not be what you're looking for.",rating
1119,"Best Post-Edit App that I've tried to date. Advanced features rival and even exceed that of Camera+ (which I also love). I did grab this free during a promo, but even at $4.99 this ones worth the splurge.",rating
1120,"Solid, but weird volume settings,",rating
1121,Even better than the real thing!,rating
1122,"I was looking for a good nightstand application and instead found a great app. Separate alarms, separate days, wake to music, slide dimmer. All around great app.",rating
1123,Awesome app!!!!,rating
1124,"Very handy, makes a workout possible anytime.",rating
1125,Easy to use,rating
1126,Really Great!,rating
1127,This is so very helpful!  I like it a lot.,rating
1128,I am a nursing student and this lab reference is the best I have ever seen or used! It has helped me understand the labs so much! I highly recommend the app!!!,rating
1129,Very helpful for the home health nurse in the field.,rating
1130,"Clinilab Navigator, Lab Tests Online, Medline Plus, and WebMD for more information. Thousands of commonly used abbreviation",rating
1131,i realy like app,rating
1132,The app is probably the best music app  on the app store.,rating
1133,I use this app every day i love it i dont no what i do without it,rating
1134,Love,rating
1135,I love the app but it's annoying cause when I use the premade hats they come half out with the middle half of the hat gone so I can't make what I want easily.,rating
1136,Great,rating
1137,Guud,rating
1138,"Go to mp3skull.com
One of my favorite apps.",rating
1139,"I love this app! 
Music on top of music ?",rating
1140,"Very practical, easy, and for all music lovers.",rating
1141,Love this app!!!  I use it often and it is dependable.,rating
1142,Gets better and better with every update. Thank you for this app. Much appreciated.,rating
1143,I wanted an App that would separate my videos from my photo library.  I wanted to be able to play my photo slideshow without interruption from annoying videos.  The music stops and you have to start it over. Now the videos are on this app and I can play right through all my pictures.  Love it!,rating
1144,Very nice app,rating
1145,Gives hourly weather for the day too!,rating
1146,"Does everything I would need a simple weather app to do. Radar is slow to load, but I have another app for that. There's not a lot of detail in the information, particularly in details for upcoming days. The forecast is no more specific than a high and low temp and a picture representation of the weather for the entire day. Nevertheless, this isn't meant to be too detailed, and it provides plenty of info for the current time. My biggest complaint is that the app crashes on startup often. Sometimes it will load the second time, sometimes it requires a restart of my iPad 3rd generation. It's a nice looking app, the kind that you would want to have on your iPad, it just has a stability problem.",rating
1147,Really good !,rating
1148,Good App,rating
1149,"Best one so far, thanks",rating
1150,Great app! Couple suggestions for the next update though. Add a way to see the degree of angles and also it would be great to actually be able to have two videos side by side to compare.,rating
1151,One of my favorite apps!,rating
1152,I love laying in bed at night an watching the stars! Almost as cool as the real thing living in the city :),rating
1153,This is a great site love the stars. Now I can see them in the daytime too.,rating
1154,Great app,rating
1155,This is a very useful tool when posting animal that I have up for adoption!,rating
1156,"A must-have for students, or anyone who wants to improve their word power!",rating
1157,Funny!,rating
1158,Neat app,rating
1159,So fun/funny love it! Did it with friends and family so funny and old! LOL,rating
1160,This app rules,rating
1161,Love it,rating
1162,Awesome,rating
1163,It guesses is every time! Got all of one direction even Cher Lloyd! I love this app??????,rating
1164,Great app for news on demand. No wasted screens to navigate through. Would give it 5th star if there was a button to close the app. Love NPR!,rating
1165,Simple enough to use and I love the recurring transactions. No more forgetting and figuring out how to balance my checkbook every month. The other reason I got the app is because it can export to Quickbooks although I have not used that feature yet. The reports are great. Would love to be able to have main categories and sub-categories. That's the only thing missing in my opinion to make this a truly robust stand-alone financial management app. Keep up the good work!,rating
1166,"But make more apps! (People apple does not allow to open all apps directly, (only if the developer of app make it in code)) The launch of apps without safari is not possible! An some apps possible but still not faster.",rating
1167,Best shoe app ever!!!!!!!!!!!!!!!!!!!!!!  Correct dates and prices! Let's me know every thing about the shoe!??,rating
1168,This app is the best app ever,rating
1169,"Excellent addition to the Angry Birds games. Great new features, challenges and visuals. If you are an Angry Birds fan, this is definitely worth it. The new ""orbit"" launching is very neat and a nice, innovative twist on the game. It's definitely harder... At least in my opinion, which is a good thing. Get it.",rating
1170,This game is the best,rating
1171,Lovee them ;) <3,rating
1172,Love it. Keeps me occupied while i have d time to wait,rating
1173,Like!!!,rating
1174,"This helps me keep track of all my budgets that I've set up (groceries, gas, rent, etc) and also has tons of graphs that compare my income vs expenses. Very easy to use and it's already helping me save my money.",rating
1175,Just wish I knew how to center the text!,rating
1176,Its kewl,rating
1177,Love this app don't let me forget Birthdays.,rating
1178,"Ok people...this app works and if you are too stupid to figure out how to make something so simple work, you shouldn't own a smart phone, especially the iPhone. The only thing keeping this from 5 stars is the addition of all the contacts. Looking forward to future updates. ????????",rating
1179,I never have to take a foreign language class again!!,rating
1180,Itranslater 1.0 is a good app but sometimes it dose't work out as you plan it to that is why I only rate it 4 stars rather than 5,rating
1181,Very helpful!!,rating
1182,Great!!!!!,rating
1183,Best app I ever had,rating
1184,Great app!,rating
1185,I absolutely love this app!!!,rating
1186,So fun. Once I got the hang of tweaking the disease I had a great time playing.,rating
1187,"It needs a few things like some more cheats and another game mode:Zombies or instead just call it ""walking dead syndrome"" superb app, though",rating
1188,5 stars.,rating
1189,Best game on the i-phone!,rating
1190,Great,rating
1191,Its so funny i love this,rating
1192,This app is great. Presents challenges for all ages. Quick yet stimulating. Only wish there was another level to play cuz its super addictive.,rating
1193,I like it,rating
1194,"Many options, easy to use, show it off on instagram and Facebook!",rating
1195,Good reference for a quick review.. Doesn't take away from the manuel but excellent resource for refreshing our minds on ACLS.,rating
1196,Amazing game. It's so much fun and I'm totally addicted. Highly recommend it for everyone!,rating
1197,Daddy like!,rating
1198,"I love this app. Its so easy to learn how to use it and its very easy to understand. The only thing I don't like is that if you choose the option to show what the temp feels like, you can't see what the temp actually is. I would love to be able to see both at the same time.",rating
1199,"Fix it!  How many times do I have to send you the crash report before you fix the app? 

Until its fixed, I dislike this app",rating
1200,I've used this app for three seasons! This is the first year that NFL owns it. I've drafted 8 teams over those years with this app! Very user friendly.,rating
1201,Takes a minute to get use to it. But with a snake draft. It is the perfect app. Loved it and was happy with my picks. Didn't have to turn pages on a magazine to find my next pick.,rating
1202,Cant go wrong,rating
1203,Very fun!!! Love it!!!,rating
1204,nice app   beautiful,rating
1205,Great app,rating
1206,But i wish u could use it offline,rating
1207,Best,rating
1208,amazing if only some was free,rating
1209,We always use this app as we are always looking for great places to eat. We don't cook a lot so we look for variety in the places we try. This app never disappoints!,rating
1210,"I fell in love with this app in 2009 when I was in San Fran for the first time. With this app, we found a wonderful restaurant right around the corner and wouldn't have known to go there otherwise. I generally don't eat anywhere less than 80%. Good job team, very useful info!",rating
1211,"Very useful, no complaints!",rating
1212,This app is very helpful in my line of business.,rating
1213,Great app. Use it all the time.,rating
1214,It is alright.,rating
1215,Love it,rating
1216,"I use my Yelp app daily and frequently for everything.  Love it.  Only gave 4 stars because of the loss in functionality.  Why can't I publish reviews with app, why don't we earn open table points using app?",rating
1217,Love it,rating
1218,Lots of fun. Great learning tool.m,rating
1219,Very easy to use !!!,rating
1220,Best app!,rating
1221,Very detailed gps even tracks laps at my local park,rating
1222,I can't find the clipboard once I save a word to it. If anyone knows how to find saved words let me know through the review. Otherwise great app.,rating
1223,"It was my best dictionary resource for 4 months, until it started crashing, and freezing, and ARRRRRRRGGG!!!",rating
1224,Great app. I use it over and over again.,rating
1225,It would be even better if you could drive an airplane.,rating
1226,Best app ever,rating
1227,Love this site it nails every question I have ever asked.very helpful and resourceful.once I found i could download this app for my phone it made it so much more convienant for us.my family goes by it and we love it!,rating
1228,"This app is so fantastic, I actually find it even better than the website. It is easy to navigate, easy to modify reservations. There is an option to add it to your calendar and it puts all the information right in your phone calendar. You can invite your co-diners easily through the app (it creates an email for you). A great part is that you can filter your search by 1000 point tables only, by neighborhoods within a city, by distance to you, and so much more. I use this app on a regular basis- so much that I'll make a reservation we just decided to go to so that it's easier when we get there! It's such a great app (and business) that I always wonder why some restaurants don't have it!",rating
1229,"Love this app, use it all the time!  Never a problem or any difficulties.",rating
1230,We use open table all the time!  Love this app!!!,rating
1231,"This app is the best, so helpful",rating
1232,"Great app, definitely very useful.",rating
1233,Love it,rating
1234,Great perfect love it,rating
1235,Lots of measurements and long term forecasts.,rating
1236,Mint is a great way to get control of your finances. It really helps you reign in your spending and makes you aware of what you spend your money on. I love the trending charts!,rating
1237,Worst app in the world. Same news stories from a week ago. used to be great but some GENIUS decided to update it. FAIL!!!!!! no point in having it now. Just takes up space and memory.,rating
1238,"Makes reading even more fun when you get rewards! Love the convenience of downloading a book and being able to read on my phone, iPad and computer. Extra bonus, it's free :)",rating
1239,Free books? Love it,rating
1240,"Syncing is a bit tricky at first, but otherwise wonderful. Reading interface is fab!",rating
1241,"I remember when this app was totally worthless exactly a year ago, when it did not work at all but now this is a huge comeback for ustream, being able to have a native iPad app is great I was getting tired of having to go the website directly. Have no problems so far good job,",rating
1242,Seems cool,rating
1243,AWSOME cool,rating
1244,Incredible !!!,rating
1245,this is a pretty good app. great to be free. it is super slow on load time. that needs to be fixed. also change the default time. it's so annoying because sometimes I forget to change it and dont see all my hw. also push notofications would be wonderful! other than that it's great. I'm a sophomore math major taking 20 hours and this app helped me stay on top of things!,rating
1246,"After the last update I'm VERY happy with the new features, thanks!",rating
1247,good~~,rating
1248,Love this site.  So much info at your fingertips.  Watched a video on a procedure prior to surgery and it was comforting.  Thanks!,rating
1249,"Quick, easy booking and best prices!",rating
1250,"As an author, I definitely nee something like this on the go. It's nice not having to wait until I get home to type the next chapter of my book, and I don't have to carry around my binder full of notebook paper. This is amazing ad extremely convenient!!",rating
1251,Defiantly my most used app I stay on it constantly :),rating
1252,U can read books and u don't even need wifi I luv it! U can also post books that u wrote your self,rating
1253,"cannot pay my Directv bill, bah humbug!",rating
1254,"A great app at hands reach. The pronunciation button is a useful tool when unsure of the proper pronunciation of a word. Also, multiple definitions are given to insure you are using the word in its true context.",rating
1255,This is da best app eva,rating
1256,"By the end of the story, I wanted to meet the reader! Why a great app!",rating
1257,This app is great for road trips. The kids can listen to their music and I can put on headphones and listen to my books.,rating
1258,"I LOVE this app, super easy interface and I use it ALL the time.",rating
1259,I didnt really like the first one but i looooovvvveee the updated one cause you can rotate the text box and the stencils are really good!!!! You have to get this app!!!!?,rating
1260,I think it is a great app,rating
1261,It's the best,rating
1262,Helps me lots when I'm on the road a spending nights away from home. Helps me get/stay sleeping.,rating
1263,"Great app.  No bugs.  Thoughtful, provoking news.",rating
1264,Thanks for the thought & effort that went into creating this app.  Very handy for those of us that love the outdoors & natures transitions.,rating
1265,I think it is very helpful to me being a first semester nursing student. I believe it will help me in level two with applying knowledge to diseases.,rating
1266,"As a retired M.D., I was looking for a concise, yet easily activated program which gave me good access to a complete illness entity, from dx to rx.  The treatment medications have changed or have been forgotten, and the ease of reference is remarkable.  Thanks   JLA  Wis.",rating
1267,Loved it!,rating
1268,Easy to use. I wished it was able to determine what hole you were on.,rating
1269,Very easy to use,rating
1270,I recently used this app during Hurricane Isaac. This app refreshed faster and was much more reliable than the other two with the big websites. Get it. You may need it when it counts. I did.,rating
1271,Travel all d Eastern us and use this frequently to stay abreast of weather conditions,rating
1272,I've used several flashcard aps in the past and this is by far the best.,rating
1273,Good job!!,rating
1274,"This app is good, but very confusing and hard to navigate at first. The review sheet doesn't make any sense, but good app, overall",rating
1275,Very nice. Better if map would center on my location automatically when I trim app on.,rating
1276,Accurate and easy to use. I highly recommend it.,rating
1277,I love this app! No more waiting for checks in the mail. I can take credit cards immediately. Good pricing too,rating
1278,This app is cool for DA 46 hours den yhu need to pay money.! -_- make it free & ill share ya on fb & twitter & yhu guys can be da number 1 APP.! :) plzzz,rating
1279,"Will definitely download and re-rate as 5 stars when this is fixed. Unusable if you want that option, which is why I give 1 star.  Dont bother putting brown rice in the special secrion as it may be missed.  Great way to order and avoid any miscommunication with staff.  Love the food a ton!",rating
1280,"At first I thought it wouldn't work but after using it, I have realized that it does work!!",rating
1281,My favorite app. It really works! You must try it.,rating
1282,Loved it,rating
1283,Very relaxing voice I love it !!!!,rating
1284,Helps me relax and shake off stress,rating
1285,Coooool,rating
1286,Good app,rating
1287,What happened?? I can't access my program now. Will cancel if problem is not fixed soon!,rating
1288,"I've never had a problem with this app. It works fine and I haven't had it glitch or freeze on me. I really like it. I do wish i could search more recipes from the app. I've been having to go to the website to get more recipes, which isn't a problem, but it also isn't as convenient as accessing them from the app.",rating
1289,I love my CNN. Use it every day to access info. Very ingenious design. User friendly. This is a bit of brilliance in my opinion.,rating
1290,that's all amazing awesome... pretty cool... love it... ????,rating
1291,Always get great comments about my photo editing!! Thanks so much!!!,rating
1292,This is such an awesome app to use if you want to communicate in a fun way!! I recommend this app to you ????,rating
1293,Funny and informative.,rating
1294,Great for uploading receipts on the go. Easier than reconciling on the computer.,rating
1295,"Good app when it comes to travel. However, more photos would really help in the future.",rating
1296,This is so convenient!,rating
1297,"I sat down and worked out the equiv. IQ for each category based on the data given and Average professional college IQ used for this program 119.985 ~120.

It would be really nice to get an integrated IQ-Equiv feature that showed us this information like the excel calculator I made for myself.

Keep up the great work!",rating
1298,The app is great! Whoever created the app for the post office did a wonderful job!,rating
1299,This App works well and has helpful traffic information.,rating
1300,Still old school and use a map and compass. I do like to use this app when I have gone hiking in the mountains.  So far it has done what I wanted and finding more applications with the app that I like.,rating
1301,Very good!,rating
1302,Love this app!  Very accurate. Quick response.,rating
1303,Cool tool. Works fast. Smooth. Boring backgrounds. And it would be mice to be able to it the compass rose for a better look. But all in all very nice app. Thanks.,rating
1304,Great way to save!  Thank u,rating
1305,Great app. Wish the instant deals were more varied but otherwise great deals to be had.,rating
1306,Simply put. Just plain good.,rating
1307,Would totally give 5 stars if u didn't have to use the app by itself & send from there! Would be nice to be able to choose app from inside text message or email! Can u work on that?,rating
1308,"First of all, both Dragon Dictation and Dragon Search are amazing and I'm using the slow 3G. They're beyond amazing on my wife's iPhone 4! As a heavy user of Dragon Dictation, it would be very useful to be able to clear the screen and start new, perhaps by shaking the iPhone. Sometimes it's easier to start over rather than edit out one word.",rating
1309,Keep the news and updates coming,rating
1310,Very cool app it does what it saids,rating
1311,Love being able to work on my phone or laptop. My family tree is always up to date.,rating
1312,"Using for a few days now. Easy to navigate and understand. Love it.
Hope it stays free.",rating
1313,"This app is great, but don't start with it unless you have plenty of time, it is addictive.",rating
1314,"Great app, huge selection of titles, and great free section with plenty of releases semi-monthly/monthly. Only problem is the viewer occaisonally hangs up but not often and restarting the app usually remedies this. Overall, one of the best apps in the entire app store.",rating
1315,Best App Ever Made.,rating
1316,"Always a big help, love your video of the venese beach wax king selection",rating
1317,Love this app!!!,rating
1318,Love this App!! Gives you locations and deals and everything you need!! Definitely amazing.,rating
1319,Excelente aplicación..,rating
1320,Stupid app,rating
1321,The concept is very interesting. For the most part it's very accurate at recognizing your hand-written numbers and operators entered for calculation. I would definitely recommend it.,rating
1322,LOVE IT.  From excursion with the kids to experiencing new eateries I've save a lot of money.  I try and take advantage of the huge savings on massages and good.  It's AWESOME!,rating
1323,This is huge,rating
1324,"Helps with the hard to find SoNGs...""",rating
1325,So glad I open it b4 I did (:,rating
1326,This is one of my very FAVORITE apps. I tell everyone I know about it. If you are a music lover you'll love it. I really like that it even gives the lyrics to the song & shows other songs/ music by the same musician(s). Our children love it too. It's great. Thank you,rating
1327,"Just great. I like Shazam too, but don't always want my friends to know the cheesy songs I'm looking up. I choose this one! :)",rating
1328,I love this app!,rating
1329,This app works very well.,rating
1330,Great App!,rating
1331,"Great UI that aggregates so much information into one place, great app! Super intuitive to use.",rating
1332,I would of given it a 5 if I could pin on Pinterest from it.,rating
1333,This is so amazing ...awesome ...it's everything to me!!!,rating
1334,"This is one of my favorite apps! I was abandoned by my dad with a dead mom, and got caught stealing from a bread shop, got sent to Australia, learned to cook and sew, then married a builder. You NEED to get this app!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",rating
1335,Audiobooks and e books from the library this app is wonderful!,rating
1336,It's amazing app.,rating
1337,These program it's very good one,rating
1338,Awesome,rating
1339,Love it!!!!!!,rating
1340,"I am totally addicted to this, this is my only app that I have from so long ago only one tiny problem it does freeze but only once in a blue moon so it doesnt really bother me #1 best app I am up to level 101 NO JOKE!!!!!!!",rating
1341,Live my Nook! It's the best!!,rating
1342,Best reading app by far!   Love the NOOK reading app on my iPad!  Thanks for a great reading app.,rating
1343,A+++,rating
1344,This app works like a charm. Don't have to spend the extra time finding an available associate.,rating
1345,Had it on my iTouch and it was great. Got it on my iPad... Not so great. What the heck apple? I don't want to look at pixelated stuff in your store. Would be convenient to have an update...,rating
1346,"Please read the instructions to make sure your school is on the list for this app.  It seems like everyone who marked this app poorly because they couldn't log in, didn't bother to read the instructions!!!! It clearly states your school's system must be enabled for this app to work.",rating
1347,Family Guy AND South Park! I'm lovin this app!,rating
1348,Great app. Just need a more accessible speaker button.,rating
1349,"It's like a mix of texting and talking, but better!!!!!!!!!!!!!!!!!!!!!! I love it!!!!!!!!!!!!!!!",rating
1350,Easy way to get in contact with people,rating
1351,"A must have, best in it's class....if it had real peers!",rating
1352,Worth it!,rating
1353,I don't lie!,rating
1354,I love having my books with my everywhere I go.,rating
1355,I was on plaquenil for years and check my color- perception regularly.  This is appreciated.,rating
1356,I think it's cool,rating
1357,Deleted in less than 5 minutes,rating
1358,"Awesome, I give this app a 10, I use this flashlight all the time, It has helped me even during the day, trying to find things in the darkest places100%totally wonderful",rating
1359,Love this saves me from having to turn on light using settings. I use it all the time.,rating
1360,Ok I really like this app I just cant find where all of the ringtones are saved to,rating
1361,Must have!!,rating
1362,The first and best app for parking rates at any place. What a life saver. The most useful app.,rating
1363,Its great!!! But can u put some robert downey jr music!!! Pleaseee!!!!,rating
1364,It's good and easy to use.,rating
1365,"Couldn't be better really, with options to copy results and also send via text/email..  would like to see an option for viewing results full-screen, sometimes the end gets cut off.. but it still copies/pastes all of it so it's cool ;)",rating
1366,I love these quotes. Only wish the quotes could appear in my notifications area. I'd pay for a full version!,rating
1367,EVERYONE FIRST OF ALL GET THIS APP IF U HAVE A FANTASY TEAM AND YES U CAN MAKE TRADES. GO TO STANDINGS CHOOSE THE TEAM U WANT TO TRADE WITH AND THEN PRESS PROPOSE TRADE AT TOP OF SCREEN!!!!!!,rating
1368,"I have so many apps through my iPhone and this is the worst one I've ever used! It deletes messages that I dont delete, doesn't send messages that I send, and doesn't even save my favorites when I click to save them! Truly horrible. I really hope you guys upgrade and soon because it's making it pointless for me to be on the site...",rating
1369,"I'm giving the NFL '12 v3 update three stars largely because it's an improvement over the previous version. The in-game display is better organized, and the ""Scores"" page is vastly superior to the prior version: you can now see all games for the current week on one screen instead of scrolling through a list. After a modest amount of use, the app appears much more stable.

However, it still needs work in many respects. The scoring summary is gone (so far as I can tell); I often found this helpful when checking up on games that I wasn't following play-by-play. The ""team leaders"" appears limited to only 1 QB (passing), 1 player rushing, and 2 receivers, with no apparent way to scroll through players or pull up a full listing. Especially during the preseason games, when teams are running through multiple personnel packages, this is very frustrating--there's no way (for example) to compare the passing stats of the 2 or 3 QBs who have gotten playing time. A more egregious problem is that (at least for the Thursday games in week 2), the teams do not switch properly: checking on the Atlanta vs. Cincinnati game, if I tap on the ""Atlanta Falcons"" button, I get the passing stats for A. Dalton; if i tap on the ""Cincinnati"" button I see the passing stats for M. Ryan (with the rushing and receiving stats for their teams). I'm hoping this is an operator error that will be fixed shortly, but it reflects poorly on the product. (I apologize for the comments length, I'm hoping that the NFL is monitoring this feedback.)",rating
1370,I find this app very useful. It has mechanism and class info that most of the other free programs are missing. You can't do much better (esp for free)!,rating
1371,Great,rating
1372,This app is awesome!,rating
1373,It works perfect for me.,rating
1374,Its a totally convenient way to manage your teams. All the bad reviews are bogus!,rating
1375,"Great app, always works and is spot on!",rating
1376,Addicting!!!!!!!!!and you help Susan G Komen for the cure,rating
1377,I love it access to everything on your phone,rating
1378,"Great  App,and helpful.",rating
1379,Addicting!,rating
1380,You should make more updates on how to make stuff.      ;),rating
1381,"Every time I use it, it crashes. If I don't use for 25 days, pinger says they will give away my number. Terrible app.",rating
1382,This is awesome and help me alot. and i love it.,rating
1383,Great and handy app. Love how you can listen to the pronunciation.,rating
1384,I love that this app takes less than ten seconds to let you know where your battery life is!!! I love it.,rating
1385,Would definitely recommend this to any one,rating
1386,"This app is one of the most useful apps I have!  The flexibility to insert and organize decks, the syncing with other devices, and the ability to dictate in notes is awesome!!!",rating
1387,Love this app. It was really cool to be able to download existing decks from quizlet. Saved me from having to make 158 flash cards to study for the CM level 8 piano exam! Thank you flashcardlet!,rating
1388,Don't change a thing,rating
1389,"I love it :) so helpful with how I study! Paperless, and I can study from my phone ANYWHERE!",rating
1390,Very useful and the creator did a good job,rating
1391,"Absolutely awesome!!!  One of the most beautiful ""free""  apps. Thanks :)",rating
1392,"Great weather, eazy to understand.",rating
1393,Very detailed,rating
1394,"This app made searching very easy, and quick. Get this app",rating
1395,At 47 my eyes are not that good. This really works very well.,rating
1396,Great and useful app. I have nothing bad at all to say about it. It helps me find the best deals on gas around the city with little to no glitches. Does what it's supposed to. 5 stars!,rating
1397,Always completely up to date.,rating
1398,"I have used this app locally, as well as while traveling.  Sometimes it's off, but for the most part, it works great.",rating
